USDJPY,104.059,104.063,20140823000033,
EURJPY,137.683,137.693,20140823000033,
AUDJPY,96.783,96.792,20140823000033,
GBPJPY,172.433,172.451,20140823000033,
NZDJPY,87.293,87.311,20140823000033,
CADJPY,94.965,94.989,20140823000033,
CHFJPY,113.732,113.756,20140823000033,
ZARJPY,9.695,9.714,20140823000033,
CNHJPY,16.874,16.904,20140823000033,
EURUSD,1.32304,1.32312,20140823000033,
GBPUSD,1.65703,1.65728,20140823000033,
AUDUSD,0.93,0.93018,20140823000033,
NZDUSD,0.83871,0.83901,20140823000033,
HKDJPY,13.412,13.442,20140823000033,
EURGBP,0.79837,0.79855,20140823000033,
EURAUD,1.42252,1.42275,20140823000033,
USDCHF,0.91477,0.91495,20140823000033,
EURCHF,1.21038,1.21056,20140823000033,
GBPCHF,1.5159,1.5162,20140823000033,
AUDCHF,0.85075,0.85105,20140823000033,
CADCHF,0.83472,0.83532,20140823000033,
USDHKD,7.74991,7.75021,20140823000033,
USDJPY,104.008,104.012,20140823000138,
EURJPY,137.647,137.657,20140823000138,
AUDJPY,96.743,96.752,20140823000138,
GBPJPY,172.348,172.366,20140823000138,
NZDJPY,87.257,87.275,20140823000138,
CADJPY,94.936,94.96,20140823000138,
CHFJPY,113.717,113.741,20140823000138,
ZARJPY,9.69,9.709,20140823000138,
CNHJPY,16.866,16.896,20140823000138,
EURUSD,1.32343,1.32351,20140823000138,
GBPUSD,1.65702,1.65727,20140823000138,
AUDUSD,0.93001,0.93019,20140823000138,
NZDUSD,0.83877,0.83907,20140823000138,
HKDJPY,13.405,13.435,20140823000138,
EURGBP,0.79856,0.79874,20140823000138,
EURAUD,1.42285,1.42308,20140823000138,
USDCHF,0.91445,0.91463,20140823000138,
EURCHF,1.21025,1.21043,20140823000138,
GBPCHF,1.51535,1.51565,20140823000138,
AUDCHF,0.85046,0.85076,20140823000138,
CADCHF,0.83458,0.83518,20140823000138,
USDHKD,7.74996,7.75026,20140823000138,
USDJPY,104.012,104.016,20140823000244,
EURJPY,137.66,137.67,20140823000244,
AUDJPY,96.752,96.761,20140823000244,
GBPJPY,172.345,172.363,20140823000244,
NZDJPY,87.273,87.291,20140823000244,
CADJPY,94.934,94.958,20140823000244,
CHFJPY,113.723,113.747,20140823000244,
ZARJPY,9.692,9.711,20140823000244,
CNHJPY,16.867,16.897,20140823000244,
EURUSD,1.32344,1.32352,20140823000244,
GBPUSD,1.6569,1.65715,20140823000244,
AUDUSD,0.93005,0.93023,20140823000244,
NZDUSD,0.83888,0.83918,20140823000244,
HKDJPY,13.406,13.436,20140823000244,
EURGBP,0.79865,0.79883,20140823000244,
