ID,BID,ASK,DATE
EURJPY,136.994,137.004,20140814212735,
AUDJPY,95.437,95.446,20140814212735,
GBPJPY,170.924,170.942,20140814212735,
NZDJPY,87.073,87.091,20140814212735,
CADJPY,94.022,94.046,20140814212735,
CHFJPY,112.995,113.019,20140814212735,
ZARJPY,9.681,9.7,20140814212735,
CNHJPY,16.637,16.667,20140814212735,
EURUSD,1.33736,1.33744,20140814212735,
GBPUSD,1.66858,1.66883,20140814212735,
AUDUSD,0.93158,0.93176,20140814212735,
NZDUSD,0.84986,0.85016,20140814212735,
HKDJPY,13.201,13.231,20140814212735,
EURGBP,0.80138,0.80156,20140814212735,
EURAUD,1.43537,1.4356,20140814212735,
USDCHF,0.90638,0.90656,20140814212735,
EURCHF,1.21224,1.21242,20140814212735,
GBPCHF,1.5125,1.5128,20140814212735,
AUDCHF,0.84441,0.84471,20140814212735,
CADCHF,0.83179,0.83239,20140814212735,
USDHKD,7.75097,7.75127,20140814212735,
USDJPY,102.433,102.437,20140814212840,
EURJPY,136.994,137.004,20140814212840,
AUDJPY,95.444,95.453,20140814212840,
GBPJPY,170.917,170.935,20140814212840,
NZDJPY,87.07,87.088,20140814212840,
CADJPY,94.007,94.031,20140814212840,
CHFJPY,112.993,113.017,20140814212840,
ZARJPY,9.683,9.702,20140814212840,
CNHJPY,16.637,16.667,20140814212840,
EURUSD,1.3374,1.33748,20140814212840,
GBPUSD,1.66857,1.66882,20140814212840,
AUDUSD,0.93168,0.93186,20140814212840,
NZDUSD,0.84986,0.85016,20140814212840,
HKDJPY,13.2,13.23,20140814212840,
EURGBP,0.80141,0.80159,20140814212840,
EURAUD,1.4353,1.43553,20140814212840,
USDCHF,0.90636,0.90654,20140814212840,
EURCHF,1.21225,1.21243,20140814212840,
GBPCHF,1.51245,1.51275,20140814212840,
AUDCHF,0.84445,0.84475,20140814212840,
CADCHF,0.83167,0.83227,20140814212840,
USDHKD,7.75099,7.75129,20140814212840,
USDJPY,102.421,102.433,20140814212946,
EURJPY,136.977,137.001,20140814212946,
AUDJPY,95.423,95.451,20140814212946,
NZDJPY,87.04,87.088,20140814212946,
CADJPY,93.973,94.021,20140814212946,
GBPJPY,170.914,170.962,20140814212946,
CHFJPY,112.974,113.022,20140814212946,
ZARJPY,9.679,9.717,20140814212946,
CNHJPY,16.629,16.674,20140814212946,
EURUSD,1.33734,1.33754,20140814212946,
GBPUSD,1.66854,1.66902,20140814212946,
AUDUSD,0.9316,0.93198,20140814212946,
NZDUSD,0.84971,0.85029,20140814212946,
HKDJPY,13.192,13.237,20140814212946,
EURGBP,0.80112,0.80172,20140814212946,
EURAUD,1.43503,1.43563,20140814212946,
USDCHF,0.90615,0.90675,20140814212946,
EURCHF,1.21202,1.21262,20140814212946,
GBPCHF,1.51227,1.51307,20140814212946,
AUDCHF,0.84431,0.84491,20140814212946,
CADCHF,0.83135,0.83235,20140814212946,
USDHKD,7.75091,7.75136,20140814212946,
USDJPY,102.391,102.403,20140814213052,
EURJPY,137.032,137.042,20140814213052,
AUDJPY,95.432,95.441,20140814213052,
GBPJPY,170.891,170.909,20140814213052,
NZDJPY,87.089,87.107,20140814213052,
CADJPY,94.009,94.033,20140814213052,
CHFJPY,113.029,113.053,20140814213052,
ZARJPY,9.683,9.702,20140814213052,
CNHJPY,16.631,16.661,20140814213052,
EURUSD,1.33822,1.3383,20140814213052,
GBPUSD,1.66892,1.66917,20140814213052,
AUDUSD,0.93189,0.93207,20140814213052,
NZDUSD,0.85034,0.85064,20140814213052,
HKDJPY,13.195,13.225,20140814213052,
EURGBP,0.80176,0.80194,20140814213052,
EURAUD,1.43581,1.43604,20140814213052,
USDCHF,0.90572,0.9059,20140814213052,
EURCHF,1.21214,1.21232,20140814213052,
GBPCHF,1.51173,1.51203,20140814213052,
AUDCHF,0.84408,0.84438,20140814213052,
CADCHF,0.83142,0.83202,20140814213052,
USDHKD,7.75099,7.75129,20140814213052,
USDJPY,102.379,102.383,20140814213158,
EURJPY,136.996,137.006,20140814213158,
AUDJPY,95.433,95.442,20140814213158,
GBPJPY,170.875,170.893,20140814213158,
NZDJPY,87.083,87.101,20140814213158,
CADJPY,93.989,94.013,20140814213158,
CHFJPY,113.007,113.031,20140814213158,
ZARJPY,9.685,9.704,20140814213158,
CNHJPY,16.629,16.659,20140814213158,
EURUSD,1.33809,1.33817,20140814213158,
GBPUSD,1.66897,1.66922,20140814213158,
AUDUSD,0.9321,0.93228,20140814213158,
NZDUSD,0.85044,0.85074,20140814213158,
HKDJPY,13.193,13.223,20140814213158,
EURGBP,0.80165,0.80183,20140814213158,
EURAUD,1.4354,1.43563,20140814213158,
USDCHF,0.90577,0.90595,20140814213158,
EURCHF,1.21212,1.2123,20140814213158,
GBPCHF,1.5118,1.5121,20140814213158,
AUDCHF,0.84431,0.84461,20140814213158,
CADCHF,0.83143,0.83203,20140814213158,
USDHKD,7.75095,7.75125,20140814213158,
USDJPY,102.374,102.378,20140814213303,
EURJPY,137.014,137.024,20140814213303,
AUDJPY,95.448,95.457,20140814213303,
GBPJPY,170.876,170.894,20140814213303,
NZDJPY,87.127,87.145,20140814213303,
CADJPY,94,94.024,20140814213303,
CHFJPY,113.034,113.058,20140814213303,
ZARJPY,9.689,9.708,20140814213303,
CNHJPY,16.628,16.658,20140814213303,
EURUSD,1.33837,1.33845,20140814213303,
GBPUSD,1.66898,1.66923,20140814213303,
AUDUSD,0.9323,0.93248,20140814213303,
NZDUSD,0.85087,0.85117,20140814213303,
HKDJPY,13.193,13.223,20140814213303,
EURGBP,0.8018,0.80198,20140814213303,
EURAUD,1.43537,1.4356,20140814213303,
USDCHF,0.9055,0.90568,20140814213303,
EURCHF,1.212,1.21218,20140814213303,
GBPCHF,1.51141,1.51171,20140814213303,
AUDCHF,0.84426,0.84456,20140814213303,
CADCHF,0.8313,0.8319,20140814213303,
USDHKD,7.75095,7.75125,20140814213303,
USDJPY,102.37,102.374,20140814213416,
EURJPY,136.998,137.008,20140814213416,
AUDJPY,95.433,95.442,20140814213416,
GBPJPY,170.872,170.89,20140814213416,
NZDJPY,87.105,87.123,20140814213416,
CADJPY,93.973,93.997,20140814213416,
CHFJPY,113.023,113.047,20140814213416,
ZARJPY,9.69,9.709,20140814213416,
CNHJPY,16.628,16.658,20140814213416,
EURUSD,1.33822,1.3383,20140814213416,
GBPUSD,1.6691,1.66935,20140814213416,
AUDUSD,0.93221,0.93239,20140814213416,
NZDUSD,0.85074,0.85104,20140814213416,
HKDJPY,13.192,13.222,20140814213416,
EURGBP,0.80167,0.80185,20140814213416,
EURAUD,1.4354,1.43563,20140814213416,
USDCHF,0.90555,0.90573,20140814213416,
EURCHF,1.21196,1.21214,20140814213416,
GBPCHF,1.51158,1.51188,20140814213416,
AUDCHF,0.84419,0.84449,20140814213416,
CADCHF,0.83116,0.83176,20140814213416,
USDHKD,7.75095,7.75125,20140814213416,
USDJPY,102.362,102.366,20140814213522,
EURJPY,137.002,137.012,20140814213522,
AUDJPY,95.396,95.405,20140814213522,
GBPJPY,170.863,170.881,20140814213522,
NZDJPY,87.093,87.111,20140814213522,
CADJPY,93.963,93.987,20140814213522,
CHFJPY,113.028,113.052,20140814213522,
ZARJPY,9.69,9.709,20140814213522,
CNHJPY,16.627,16.657,20140814213522,
EURUSD,1.33838,1.33846,20140814213522,
GBPUSD,1.66917,1.66942,20140814213522,
AUDUSD,0.93192,0.9321,20140814213522,
NZDUSD,0.85067,0.85097,20140814213522,
HKDJPY,13.191,13.221,20140814213522,
EURGBP,0.8017,0.80188,20140814213522,
EURAUD,1.43596,1.43619,20140814213522,
USDCHF,0.90545,0.90563,20140814213522,
EURCHF,1.21194,1.21212,20140814213522,
GBPCHF,1.51148,1.51178,20140814213522,
AUDCHF,0.84383,0.84413,20140814213522,
CADCHF,0.83104,0.83164,20140814213522,
USDHKD,7.75095,7.75125,20140814213522,
USDJPY,102.366,102.37,20140814213628,
EURJPY,137.001,137.011,20140814213628,
AUDJPY,95.391,95.4,20140814213628,
GBPJPY,170.844,170.862,20140814213628,
NZDJPY,87.075,87.093,20140814213628,
CHFJPY,113.03,113.054,20140814213628,
ZARJPY,9.684,9.703,20140814213628,
CNHJPY,16.628,16.658,20140814213628,
EURUSD,1.33829,1.33837,20140814213628,
GBPUSD,1.6689,1.66915,20140814213628,
CADJPY,93.965,93.989,20140814213628,
AUDUSD,0.93178,0.93196,20140814213628,
NZDUSD,0.85043,0.85073,20140814213628,
HKDJPY,13.192,13.222,20140814213628,
EURGBP,0.8018,0.80198,20140814213628,
EURAUD,1.43614,1.43637,20140814213628,
USDCHF,0.90547,0.90565,20140814213628,
EURCHF,1.21192,1.2121,20140814213628,
GBPCHF,1.5113,1.5116,20140814213628,
AUDCHF,0.84375,0.84405,20140814213628,
CADCHF,0.83102,0.83162,20140814213628,
USDHKD,7.7509,7.7512,20140814213628,
USDJPY,102.351,102.355,20140814213734,
EURJPY,137.021,137.031,20140814213734,
AUDJPY,95.392,95.401,20140814213734,
GBPJPY,170.856,170.874,20140814213734,
NZDJPY,87.08,87.098,20140814213734,
CADJPY,93.958,93.982,20140814213734,
CHFJPY,113.064,113.088,20140814213734,
ZARJPY,9.679,9.698,20140814213734,
CNHJPY,16.625,16.655,20140814213734,
EURUSD,1.33873,1.33881,20140814213734,
GBPUSD,1.66929,1.66954,20140814213734,
AUDUSD,0.93194,0.93212,20140814213734,
NZDUSD,0.85062,0.85092,20140814213734,
HKDJPY,13.19,13.22,20140814213734,
EURGBP,0.80188,0.80206,20140814213734,
EURAUD,1.43637,1.4366,20140814213734,
USDCHF,0.90509,0.90527,20140814213734,
EURCHF,1.21179,1.21197,20140814213734,
GBPCHF,1.51095,1.51125,20140814213734,
AUDCHF,0.8435,0.8438,20140814213734,
CADCHF,0.83072,0.83132,20140814213734,
USDHKD,7.7509,7.7512,20140814213734,
USDJPY,102.344,102.348,20140814213840,
EURJPY,137.004,137.014,20140814213840,
AUDJPY,95.379,95.388,20140814213840,
GBPJPY,170.842,170.86,20140814213840,
NZDJPY,87.086,87.104,20140814213840,
CADJPY,93.94,93.964,20140814213840,
CHFJPY,113.049,113.073,20140814213840,
ZARJPY,9.678,9.697,20140814213840,
CNHJPY,16.624,16.654,20140814213840,
EURUSD,1.33863,1.33871,20140814213840,
GBPUSD,1.66925,1.6695,20140814213840,
AUDUSD,0.93188,0.93206,20140814213840,
NZDUSD,0.85076,0.85106,20140814213840,
HKDJPY,13.189,13.219,20140814213840,
EURGBP,0.80184,0.80202,20140814213840,
EURAUD,1.43632,1.43655,20140814213840,
USDCHF,0.90511,0.90529,20140814213840,
EURCHF,1.21174,1.21192,20140814213840,
GBPCHF,1.511,1.5113,20140814213840,
AUDCHF,0.84351,0.84381,20140814213840,
CADCHF,0.83068,0.83128,20140814213840,
USDHKD,7.7509,7.7512,20140814213840,
USDJPY,102.351,102.355,20140814213948,
EURJPY,137.009,137.019,20140814213948,
AUDJPY,95.399,95.408,20140814213948,
GBPJPY,170.848,170.866,20140814213948,
NZDJPY,87.09,87.108,20140814213948,
CADJPY,93.945,93.969,20140814213948,
CHFJPY,113.056,113.08,20140814213948,
ZARJPY,9.68,9.699,20140814213948,
CNHJPY,16.624,16.654,20140814213948,
EURUSD,1.3386,1.33868,20140814213948,
GBPUSD,1.66921,1.66946,20140814213948,
AUDUSD,0.93201,0.93219,20140814213948,
NZDUSD,0.85075,0.85105,20140814213948,
HKDJPY,13.189,13.219,20140814213948,
EURGBP,0.80183,0.80201,20140814213948,
EURAUD,1.43608,1.43631,20140814213948,
EURCHF,1.21171,1.21189,20140814213948,
USDCHF,0.90512,0.9053,20140814213948,
GBPCHF,1.51096,1.51126,20140814213948,
AUDCHF,0.8436,0.8439,20140814213948,
CADCHF,0.83068,0.83128,20140814213948,
USDHKD,7.75085,7.75115,20140814213948,
USDJPY,102.353,102.357,20140814214053,
EURJPY,137.017,137.027,20140814214053,
AUDJPY,95.393,95.402,20140814214053,
GBPJPY,170.852,170.87,20140814214053,
NZDJPY,87.104,87.122,20140814214053,
CADJPY,93.95,93.974,20140814214053,
CHFJPY,113.076,113.1,20140814214053,
ZARJPY,9.683,9.702,20140814214053,
CNHJPY,16.627,16.657,20140814214053,
NZDUSD,0.85082,0.85112,20140814214053,
HKDJPY,13.19,13.22,20140814214053,
EURGBP,0.80185,0.80203,20140814214053,
EURAUD,1.43626,1.43649,20140814214053,
USDCHF,0.90501,0.90519,20140814214053,
EURCHF,1.21155,1.21173,20140814214053,
GBPCHF,1.51071,1.51101,20140814214053,
AUDCHF,0.8434,0.8437,20140814214053,
CADCHF,0.83057,0.83117,20140814214053,
USDHKD,7.75085,7.75115,20140814214053,
EURUSD,1.33859,1.33867,20140814214053,
GBPUSD,1.66917,1.66942,20140814214053,
AUDUSD,0.9319,0.93208,20140814214053,
USDJPY,102.328,102.332,20140814214159,
EURJPY,137.024,137.034,20140814214159,
AUDJPY,95.384,95.393,20140814214159,
GBPJPY,170.835,170.853,20140814214159,
NZDJPY,87.095,87.113,20140814214159,
CADJPY,93.935,93.959,20140814214159,
CHFJPY,113.085,113.109,20140814214159,
ZARJPY,9.681,9.7,20140814214159,
CNHJPY,16.623,16.653,20140814214159,
EURUSD,1.33914,1.33922,20140814214159,
GBPUSD,1.66946,1.66971,20140814214159,
AUDUSD,0.93209,0.93227,20140814214159,
NZDUSD,0.85098,0.85128,20140814214159,
HKDJPY,13.186,13.216,20140814214159,
EURGBP,0.80204,0.80222,20140814214159,
EURAUD,1.43652,1.43675,20140814214159,
USDCHF,0.90469,0.90487,20140814214159,
EURCHF,1.2116,1.21178,20140814214159,
GBPCHF,1.51041,1.51071,20140814214159,
AUDCHF,0.84327,0.84357,20140814214159,
CADCHF,0.83038,0.83098,20140814214159,
USDHKD,7.75085,7.75115,20140814214159,
USDJPY,102.328,102.332,20140814214305,
EURJPY,137.018,137.028,20140814214305,
AUDJPY,95.378,95.387,20140814214305,
GBPJPY,170.837,170.855,20140814214305,
NZDJPY,87.092,87.11,20140814214305,
CADJPY,93.935,93.959,20140814214305,
CHFJPY,113.078,113.102,20140814214305,
ZARJPY,9.688,9.707,20140814214305,
CNHJPY,16.621,16.651,20140814214305,
EURUSD,1.339,1.33908,20140814214305,
GBPUSD,1.66949,1.66974,20140814214305,
AUDUSD,0.93201,0.93219,20140814214305,
NZDUSD,0.85095,0.85125,20140814214305,
HKDJPY,13.186,13.216,20140814214305,
EURGBP,0.80193,0.80211,20140814214305,
EURAUD,1.43649,1.43672,20140814214305,
USDCHF,0.90473,0.90491,20140814214305,
EURCHF,1.21153,1.21171,20140814214305,
GBPCHF,1.51055,1.51085,20140814214305,
AUDCHF,0.84326,0.84356,20140814214305,
CADCHF,0.83041,0.83101,20140814214305,
USDHKD,7.75085,7.75115,20140814214305,
USDJPY,102.329,102.333,20140814214411,
NZDJPY,87.091,87.109,20140814214411,
CADJPY,93.932,93.956,20140814214411,
EURJPY,137.024,137.034,20140814214411,
CHFJPY,113.085,113.109,20140814214411,
ZARJPY,9.688,9.707,20140814214411,
CNHJPY,16.622,16.652,20140814214411,
EURUSD,1.33902,1.3391,20140814214411,
GBPUSD,1.66948,1.66973,20140814214411,
AUDUSD,0.93209,0.93227,20140814214411,
NZDUSD,0.85093,0.85123,20140814214411,
HKDJPY,13.187,13.217,20140814214411,
EURGBP,0.80196,0.80214,20140814214411,
EURAUD,1.43642,1.43665,20140814214411,
USDCHF,0.90471,0.90489,20140814214411,
EURCHF,1.21152,1.2117,20140814214411,
GBPCHF,1.5105,1.5108,20140814214411,
AUDCHF,0.8433,0.8436,20140814214411,
CADCHF,0.83036,0.83096,20140814214411,
USDHKD,7.75085,7.75115,20140814214411,
AUDJPY,95.39,95.399,20140814214411,
GBPJPY,170.838,170.856,20140814214411,
USDJPY,102.335,102.339,20140814214518,
EURJPY,137.029,137.039,20140814214518,
NZDJPY,87.067,87.085,20140814214518,
CADJPY,93.94,93.964,20140814214518,
CHFJPY,113.086,113.11,20140814214518,
ZARJPY,9.69,9.709,20140814214518,
CNHJPY,16.623,16.653,20140814214518,
EURUSD,1.33897,1.33905,20140814214518,
GBPUSD,1.66935,1.6696,20140814214518,
AUDUSD,0.9317,0.93188,20140814214518,
NZDUSD,0.85062,0.85092,20140814214518,
HKDJPY,13.188,13.218,20140814214518,
EURGBP,0.80197,0.80215,20140814214518,
EURAUD,1.43691,1.43714,20140814214518,
USDCHF,0.90477,0.90495,20140814214518,
EURCHF,1.21154,1.21172,20140814214518,
GBPCHF,1.5105,1.5108,20140814214518,
AUDCHF,0.84302,0.84332,20140814214518,
AUDJPY,95.356,95.365,20140814214518,
CADCHF,0.83043,0.83103,20140814214518,
USDHKD,7.75085,7.75115,20140814214518,
GBPJPY,170.84,170.858,20140814214518,
USDJPY,102.329,102.333,20140814214625,
EURJPY,137.025,137.035,20140814214625,
NZDJPY,87.06,87.078,20140814214625,
CADJPY,93.913,93.937,20140814214625,
CHFJPY,113.091,113.115,20140814214625,
ZARJPY,9.688,9.707,20140814214625,
CNHJPY,16.622,16.652,20140814214625,
EURUSD,1.33912,1.3392,20140814214625,
GBPUSD,1.66948,1.66973,20140814214625,
AUDUSD,0.93171,0.93189,20140814214625,
NZDUSD,0.85063,0.85093,20140814214625,
HKDJPY,13.187,13.217,20140814214625,
EURGBP,0.80201,0.80219,20140814214625,
EURAUD,1.43711,1.43734,20140814214625,
USDCHF,0.90465,0.90483,20140814214625,
EURCHF,1.21152,1.2117,20140814214625,
GBPCHF,1.51043,1.51073,20140814214625,
AUDCHF,0.84289,0.84319,20140814214625,
CADCHF,0.83015,0.83075,20140814214625,
USDHKD,7.75089,7.75119,20140814214625,
AUDJPY,95.349,95.358,20140814214625,
GBPJPY,170.839,170.857,20140814214625,
USDJPY,102.323,102.327,20140814214731,
EURJPY,137.041,137.051,20140814214731,
AUDJPY,95.363,95.372,20140814214731,
GBPJPY,170.833,170.851,20140814214731,
NZDJPY,87.073,87.091,20140814214731,
CADJPY,93.919,93.943,20140814214731,
CHFJPY,113.109,113.133,20140814214731,
ZARJPY,9.686,9.705,20140814214731,
CNHJPY,16.62,16.65,20140814214731,
EURUSD,1.33931,1.33939,20140814214731,
GBPUSD,1.66951,1.66976,20140814214731,
AUDUSD,0.93189,0.93207,20140814214731,
NZDUSD,0.85081,0.85111,20140814214731,
HKDJPY,13.186,13.216,20140814214731,
EURGBP,0.80209,0.80227,20140814214731,
EURAUD,1.43699,1.43722,20140814214731,
USDCHF,0.90445,0.90463,20140814214731,
EURCHF,1.21144,1.21162,20140814214731,
GBPCHF,1.51013,1.51043,20140814214731,
AUDCHF,0.84287,0.84317,20140814214731,
CADCHF,0.83003,0.83063,20140814214731,
USDHKD,7.75089,7.75119,20140814214731,
USDJPY,102.329,102.333,20140814214837,
EURJPY,137.043,137.053,20140814214837,
AUDJPY,95.362,95.371,20140814214837,
GBPJPY,170.802,170.82,20140814214837,
NZDJPY,87.069,87.087,20140814214837,
CADJPY,93.924,93.948,20140814214837,
CHFJPY,113.107,113.131,20140814214837,
ZARJPY,9.687,9.706,20140814214837,
CNHJPY,16.623,16.653,20140814214837,
EURUSD,1.33927,1.33935,20140814214837,
GBPUSD,1.66913,1.66938,20140814214837,
AUDUSD,0.93189,0.93207,20140814214837,
NZDUSD,0.85075,0.85105,20140814214837,
HKDJPY,13.187,13.217,20140814214837,
EURGBP,0.80224,0.80242,20140814214837,
EURAUD,1.43693,1.43716,20140814214837,
USDCHF,0.90451,0.90469,20140814214837,
EURCHF,1.21145,1.21163,20140814214837,
GBPCHF,1.50987,1.51017,20140814214837,
AUDCHF,0.84295,0.84325,20140814214837,
CADCHF,0.8301,0.8307,20140814214837,
USDHKD,7.75089,7.75119,20140814214837,
USDJPY,102.326,102.33,20140814214943,
EURJPY,137.058,137.068,20140814214943,
AUDJPY,95.375,95.384,20140814214943,
GBPJPY,170.808,170.826,20140814214943,
NZDJPY,87.074,87.092,20140814214943,
CADJPY,93.924,93.948,20140814214943,
CHFJPY,113.129,113.153,20140814214943,
ZARJPY,9.69,9.709,20140814214943,
CNHJPY,16.621,16.651,20140814214943,
EURUSD,1.33936,1.33944,20140814214943,
GBPUSD,1.66918,1.66943,20140814214943,
AUDUSD,0.932,0.93218,20140814214943,
NZDUSD,0.85077,0.85107,20140814214943,
HKDJPY,13.187,13.217,20140814214943,
EURGBP,0.80231,0.80249,20140814214943,
EURAUD,1.43691,1.43714,20140814214943,
USDCHF,0.90434,0.90452,20140814214943,
EURCHF,1.21135,1.21153,20140814214943,
GBPCHF,1.50963,1.50993,20140814214943,
AUDCHF,0.84288,0.84318,20140814214943,
CADCHF,0.82994,0.83054,20140814214943,
USDHKD,7.75089,7.75119,20140814214943,
USDJPY,102.319,102.323,20140814215050,
EURJPY,137.055,137.065,20140814215050,
NZDJPY,87.086,87.104,20140814215050,
CADJPY,93.915,93.939,20140814215050,
CHFJPY,113.122,113.146,20140814215050,
ZARJPY,9.688,9.707,20140814215050,
CNHJPY,16.62,16.65,20140814215050,
EURUSD,1.33945,1.33953,20140814215050,
GBPUSD,1.66935,1.6696,20140814215050,
AUDUSD,0.93219,0.93237,20140814215050,
NZDUSD,0.85098,0.85128,20140814215050,
HKDJPY,13.185,13.215,20140814215050,
EURGBP,0.80225,0.80243,20140814215050,
EURAUD,1.4367,1.43693,20140814215050,
USDCHF,0.90431,0.90449,20140814215050,
EURCHF,1.21136,1.21154,20140814215050,
GBPCHF,1.50974,1.51004,20140814215050,
AUDCHF,0.84303,0.84333,20140814215050,
CADCHF,0.8299,0.8305,20140814215050,
USDHKD,7.75095,7.75125,20140814215050,
AUDJPY,95.387,95.396,20140814215050,
GBPJPY,170.813,170.831,20140814215050,
USDJPY,102.331,102.335,20140814215157,
EURJPY,137.044,137.054,20140814215157,
AUDJPY,95.384,95.393,20140814215157,
GBPJPY,170.814,170.832,20140814215157,
ZARJPY,9.688,9.707,20140814215157,
CNHJPY,16.623,16.653,20140814215157,
EURUSD,1.33924,1.33932,20140814215157,
GBPUSD,1.66916,1.66941,20140814215157,
AUDUSD,0.93207,0.93225,20140814215157,
NZDUSD,0.85079,0.85109,20140814215157,
HKDJPY,13.187,13.217,20140814215157,
EURGBP,0.80224,0.80242,20140814215157,
EURAUD,1.43666,1.43689,20140814215157,
USDCHF,0.90451,0.90469,20140814215157,
EURCHF,1.21144,1.21162,20140814215157,
GBPCHF,1.5099,1.5102,20140814215157,
AUDCHF,0.84311,0.84341,20140814215157,
CADCHF,0.83004,0.83064,20140814215157,
USDHKD,7.75096,7.75126,20140814215157,
NZDJPY,87.081,87.099,20140814215157,
CADJPY,93.92,93.944,20140814215157,
CHFJPY,113.112,113.136,20140814215157,
USDJPY,102.334,102.338,20140814215303,
EURJPY,137.037,137.047,20140814215303,
AUDJPY,95.399,95.408,20140814215303,
GBPJPY,170.812,170.83,20140814215303,
NZDJPY,87.09,87.108,20140814215303,
CADJPY,93.93,93.954,20140814215303,
CHFJPY,113.107,113.131,20140814215303,
ZARJPY,9.691,9.71,20140814215303,
CNHJPY,16.623,16.653,20140814215303,
EURUSD,1.3391,1.33918,20140814215303,
AUDUSD,0.93218,0.93236,20140814215303,
GBPUSD,1.66909,1.66934,20140814215303,
NZDUSD,0.85086,0.85116,20140814215303,
HKDJPY,13.188,13.218,20140814215303,
EURGBP,0.80218,0.80236,20140814215303,
USDCHF,0.90458,0.90476,20140814215303,
EURAUD,1.43634,1.43657,20140814215303,
EURCHF,1.21142,1.2116,20140814215303,
GBPCHF,1.50996,1.51026,20140814215303,
AUDCHF,0.84327,0.84357,20140814215303,
CADCHF,0.83018,0.83078,20140814215303,
USDHKD,7.75095,7.75125,20140814215303,
USDJPY,102.325,102.329,20140814215408,
EURJPY,137.085,137.095,20140814215408,
AUDJPY,95.398,95.407,20140814215408,
GBPJPY,170.797,170.815,20140814215408,
NZDJPY,87.088,87.106,20140814215408,
CADJPY,93.922,93.946,20140814215408,
CHFJPY,113.157,113.181,20140814215408,
ZARJPY,9.693,9.712,20140814215408,
CNHJPY,16.621,16.651,20140814215408,
EURUSD,1.3397,1.33978,20140814215408,
GBPUSD,1.66917,1.66942,20140814215408,
AUDUSD,0.93228,0.93246,20140814215408,
NZDUSD,0.85093,0.85123,20140814215408,
HKDJPY,13.186,13.216,20140814215408,
EURGBP,0.8025,0.80268,20140814215408,
EURAUD,1.43684,1.43707,20140814215408,
USDCHF,0.9041,0.90428,20140814215408,
EURCHF,1.21134,1.21152,20140814215408,
GBPCHF,1.50925,1.50955,20140814215408,
AUDCHF,0.84292,0.84322,20140814215408,
CADCHF,0.82972,0.83032,20140814215408,
USDHKD,7.7509,7.7512,20140814215408,
USDJPY,102.337,102.341,20140814215516,
EURJPY,137.102,137.112,20140814215516,
AUDJPY,95.415,95.424,20140814215516,
GBPJPY,170.834,170.852,20140814215516,
NZDJPY,87.097,87.115,20140814215516,
CADJPY,93.924,93.948,20140814215516,
CHFJPY,113.175,113.199,20140814215516,
ZARJPY,9.695,9.714,20140814215516,
CNHJPY,16.623,16.653,20140814215516,
EURUSD,1.33968,1.33976,20140814215516,
GBPUSD,1.66926,1.66951,20140814215516,
AUDUSD,0.93231,0.93249,20140814215516,
NZDUSD,0.8509,0.8512,20140814215516,
HKDJPY,13.188,13.218,20140814215516,
EURGBP,0.80246,0.80264,20140814215516,
EURAUD,1.43677,1.437,20140814215516,
USDCHF,0.90407,0.90425,20140814215516,
EURCHF,1.21132,1.2115,20140814215516,
GBPCHF,1.50926,1.50956,20140814215516,
AUDCHF,0.84291,0.84321,20140814215516,
CADCHF,0.8296,0.8302,20140814215516,
USDHKD,7.7509,7.7512,20140814215516,
USDJPY,102.346,102.35,20140814215625,
NZDJPY,87.119,87.137,20140814215625,
CADJPY,93.933,93.957,20140814215625,
CHFJPY,113.173,113.197,20140814215625,
ZARJPY,9.698,9.717,20140814215625,
CNHJPY,16.625,16.655,20140814215625,
EURUSD,1.33959,1.33967,20140814215625,
GBPUSD,1.66915,1.6694,20140814215625,
AUDUSD,0.93237,0.93255,20140814215625,
NZDUSD,0.85105,0.85135,20140814215625,
HKDJPY,13.189,13.219,20140814215625,
EURGBP,0.80245,0.80263,20140814215625,
EURAUD,1.43658,1.43681,20140814215625,
USDCHF,0.90416,0.90434,20140814215625,
EURCHF,1.21131,1.21149,20140814215625,
GBPCHF,1.50932,1.50962,20140814215625,
AUDCHF,0.84306,0.84336,20140814215625,
CADCHF,0.8297,0.8303,20140814215625,
USDHKD,7.7509,7.7512,20140814215625,
EURJPY,137.103,137.113,20140814215625,
AUDJPY,95.429,95.438,20140814215625,
GBPJPY,170.838,170.856,20140814215625,
USDJPY,102.32,102.324,20140814215731,
EURJPY,137.137,137.147,20140814215731,
NZDJPY,87.114,87.132,20140814215731,
CADJPY,93.923,93.947,20140814215731,
CHFJPY,113.229,113.253,20140814215731,
ZARJPY,9.697,9.716,20140814215731,
CNHJPY,16.622,16.652,20140814215731,
GBPUSD,1.66946,1.66971,20140814215731,
EURUSD,1.34023,1.34031,20140814215731,
AUDUSD,0.93248,0.93266,20140814215731,
NZDUSD,0.85121,0.85151,20140814215731,
HKDJPY,13.186,13.216,20140814215731,
EURGBP,0.80268,0.80286,20140814215731,
EURAUD,1.43708,1.43731,20140814215731,
USDCHF,0.9035,0.90368,20140814215731,
EURCHF,1.21101,1.21119,20140814215731,
AUDCHF,0.84252,0.84282,20140814215731,
GBPCHF,1.5085,1.5088,20140814215731,
CADCHF,0.82921,0.82981,20140814215731,
USDHKD,7.7509,7.7512,20140814215731,
AUDJPY,95.416,95.425,20140814215731,
GBPJPY,170.827,170.845,20140814215731,
USDJPY,102.321,102.325,20140814215837,
EURJPY,137.102,137.112,20140814215837,
AUDJPY,95.41,95.419,20140814215837,
