USDJPY,107.336,107.34,20140913000015,
EURJPY,138.851,138.861,20140913000015,
AUDJPY,97.089,97.098,20140913000015,
GBPJPY,174.185,174.203,20140913000015,
NZDJPY,87.503,87.521,20140913000015,
CADJPY,96.945,96.969,20140913000015,
CHFJPY,114.759,114.783,20140913000015,
ZARJPY,9.745,9.764,20140913000015,
CNHJPY,17.467,17.497,20140913000015,
EURUSD,1.29362,1.2937,20140913000015,
GBPUSD,1.62273,1.62298,20140913000015,
AUDUSD,0.90456,0.90474,20140913000015,
NZDUSD,0.81524,0.81554,20140913000015,
HKDJPY,13.833,13.863,20140913000015,
EURGBP,0.79707,0.79725,20140913000015,
EURAUD,1.42994,1.43017,20140913000015,
USDCHF,0.93509,0.93527,20140913000015,
EURCHF,1.20976,1.20994,20140913000015,
GBPCHF,1.51754,1.51784,20140913000015,
AUDCHF,0.84586,0.84616,20140913000015,
CADCHF,0.84449,0.84509,20140913000015,
USDHKD,7.75059,7.75089,20140913000015,
USDJPY,107.295,107.299,20140913000121,
EURJPY,138.876,138.886,20140913000121,
AUDJPY,97.105,97.114,20140913000121,
GBPJPY,174.177,174.195,20140913000121,
NZDJPY,87.517,87.535,20140913000121,
CADJPY,96.95,96.974,20140913000121,
CHFJPY,114.774,114.798,20140913000121,
ZARJPY,9.745,9.764,20140913000121,
CNHJPY,17.46,17.49,20140913000121,
EURUSD,1.29429,1.29437,20140913000121,
GBPUSD,1.62332,1.62357,20140913000121,
AUDUSD,0.90505,0.90523,20140913000121,
NZDUSD,0.81567,0.81597,20140913000121,
HKDJPY,13.828,13.858,20140913000121,
EURGBP,0.79721,0.79739,20140913000121,
EURAUD,1.42994,1.43017,20140913000121,
USDCHF,0.93463,0.93481,20140913000121,
EURCHF,1.20978,1.20996,20140913000121,
GBPCHF,1.51731,1.51761,20140913000121,
AUDCHF,0.8459,0.8462,20140913000121,
CADCHF,0.84445,0.84505,20140913000121,
USDHKD,7.75049,7.75079,20140913000121,
USDJPY,107.32,107.324,20140913000232,
EURJPY,138.896,138.906,20140913000232,
AUDJPY,97.054,97.063,20140913000232,
GBPJPY,174.175,174.193,20140913000232,
NZDJPY,87.506,87.524,20140913000232,
CADJPY,96.94,96.964,20140913000232,
CHFJPY,114.794,114.818,20140913000232,
ZARJPY,9.744,9.763,20140913000232,
CNHJPY,17.464,17.494,20140913000232,
EURUSD,1.29411,1.29419,20140913000232,
GBPUSD,1.62283,1.62308,20140913000232,
AUDUSD,0.90431,0.90449,20140913000232,
NZDUSD,0.81535,0.81565,20140913000232,
HKDJPY,13.832,13.862,20140913000232,
EURGBP,0.79735,0.79753,20140913000232,
EURAUD,1.43092,1.43115,20140913000232,
USDCHF,0.93475,0.93493,20140913000232,
EURCHF,1.20978,1.20996,20140913000232,
GBPCHF,1.51703,1.51733,20140913000232,
AUDCHF,0.84532,0.84562,20140913000232,
CADCHF,0.8442,0.8448,20140913000232,
USDHKD,7.75044,7.75074,20140913000232,
USDJPY,107.314,107.318,20140913000338,
EURJPY,138.891,138.901,20140913000338,
AUDJPY,97.036,97.045,20140913000338,
GBPJPY,174.165,174.183,20140913000338,
NZDJPY,87.499,87.517,20140913000338,
CADJPY,96.934,96.958,20140913000338,
CHFJPY,114.792,114.816,20140913000338,
ZARJPY,9.742,9.761,20140913000338,
CNHJPY,17.463,17.493,20140913000338,
EURUSD,1.2942,1.29428,20140913000338,
GBPUSD,1.62285,1.6231,20140913000338,
AUDUSD,0.9042,0.90438,20140913000338,
NZDUSD,0.81536,0.81566,20140913000338,
HKDJPY,13.831,13.861,20140913000338,
EURGBP,0.79738,0.79756,20140913000338,
EURAUD,1.43116,1.43139,20140913000338,
USDCHF,0.93468,0.93486,20140913000338,
EURCHF,1.20979,1.20997,20140913000338,
GBPCHF,1.51697,1.51727,20140913000338,
AUDCHF,0.84516,0.84546,20140913000338,
CADCHF,0.84416,0.84476,20140913000338,
USDHKD,7.75044,7.75074,20140913000338,
USDJPY,107.343,107.347,20140913000443,
EURJPY,138.904,138.914,20140913000443,
AUDJPY,97,97.009,20140913000443,
GBPJPY,174.19,174.208,20140913000443,
NZDJPY,87.473,87.491,20140913000443,
CADJPY,96.937,96.961,20140913000443,
CHFJPY,114.798,114.822,20140913000443,
ZARJPY,9.741,9.76,20140913000443,
CNHJPY,17.468,17.498,20140913000443,
EURUSD,1.29402,1.2941,20140913000443,
GBPUSD,1.62264,1.62289,20140913000443,
NZDUSD,0.81487,0.81517,20140913000443,
AUDUSD,0.90359,0.90377,20140913000443,
HKDJPY,13.834,13.864,20140913000443,
EURGBP,0.79733,0.79751,20140913000443,
EURAUD,1.43185,1.43208,20140913000443,
USDCHF,0.93488,0.93506,20140913000443,
EURCHF,1.2098,1.20998,20140913000443,
GBPCHF,1.5171,1.5174,20140913000443,
AUDCHF,0.84477,0.84507,20140913000443,
CADCHF,0.84414,0.84474,20140913000443,
USDHKD,7.75045,7.75075,20140913000443,
USDJPY,107.343,107.347,20140913000549,
EURJPY,138.917,138.927,20140913000549,
AUDJPY,96.946,96.955,20140913000549,
GBPJPY,174.196,174.214,20140913000549,
NZDJPY,87.459,87.477,20140913000549,
CADJPY,96.925,96.949,20140913000549,
CHFJPY,114.81,114.834,20140913000549,
ZARJPY,9.74,9.759,20140913000549,
CNHJPY,17.468,17.498,20140913000549,
EURUSD,1.29404,1.29412,20140913000549,
GBPUSD,1.62263,1.62288,20140913000549,
AUDUSD,0.90303,0.90321,20140913000549,
