USDJPY,102.339,102.343,20140818001834,
EURJPY,137.122,137.132,20140818001834,
AUDJPY,95.397,95.406,20140818001834,
GBPJPY,170.814,170.832,20140818001834,
NZDJPY,86.849,86.867,20140818001834,
CADJPY,93.916,93.94,20140818001834,
CHFJPY,113.379,113.403,20140818001834,
ZARJPY,9.663,9.682,20140818001834,
CNHJPY,16.627,16.657,20140818001834,
EURUSD,1.33976,1.33984,20140818001834,
GBPUSD,1.66906,1.66931,20140818001834,
AUDUSD,0.9321,0.93228,20140818001834,
NZDUSD,0.84857,0.84887,20140818001834,
HKDJPY,13.19,13.22,20140818001834,
EURGBP,0.80264,0.80282,20140818001834,
EURAUD,1.43725,1.43748,20140818001834,
USDCHF,0.90246,0.90264,20140818001834,
EURCHF,1.20925,1.20943,20140818001834,
GBPCHF,1.50634,1.50664,20140818001834,
AUDCHF,0.84125,0.84155,20140818001834,
CADCHF,0.82807,0.82867,20140818001834,
USDHKD,7.75009,7.75039,20140818001834,
USDJPY,102.339,102.343,20140818001940,
EURJPY,137.122,137.132,20140818001940,
AUDJPY,95.397,95.406,20140818001940,
GBPJPY,170.814,170.832,20140818001940,
NZDJPY,86.849,86.867,20140818001940,
CADJPY,93.916,93.94,20140818001940,
CHFJPY,113.379,113.403,20140818001940,
ZARJPY,9.663,9.682,20140818001940,
CNHJPY,16.627,16.657,20140818001940,
EURUSD,1.33976,1.33984,20140818001940,
GBPUSD,1.66906,1.66931,20140818001940,
NZDUSD,0.84857,0.84887,20140818001940,
AUDUSD,0.9321,0.93228,20140818001940,
HKDJPY,13.19,13.22,20140818001940,
EURGBP,0.80264,0.80282,20140818001940,
EURAUD,1.43725,1.43748,20140818001940,
USDCHF,0.90246,0.90264,20140818001940,
EURCHF,1.20925,1.20943,20140818001940,
GBPCHF,1.50634,1.50664,20140818001940,
AUDCHF,0.84125,0.84155,20140818001940,
CADCHF,0.82807,0.82867,20140818001940,
USDHKD,7.75009,7.75039,20140818001940,
USDJPY,102.339,102.343,20140818002045,
EURJPY,137.122,137.132,20140818002045,
AUDJPY,95.397,95.406,20140818002045,
GBPJPY,170.814,170.832,20140818002045,
NZDJPY,86.849,86.867,20140818002045,
CADJPY,93.916,93.94,20140818002045,
CHFJPY,113.379,113.403,20140818002045,
ZARJPY,9.663,9.682,20140818002045,
CNHJPY,16.627,16.657,20140818002045,
EURUSD,1.33976,1.33984,20140818002045,
GBPUSD,1.66906,1.66931,20140818002045,
AUDUSD,0.9321,0.93228,20140818002045,
NZDUSD,0.84857,0.84887,20140818002045,
HKDJPY,13.19,13.22,20140818002045,
EURGBP,0.80264,0.80282,20140818002045,
EURAUD,1.43725,1.43748,20140818002045,
USDCHF,0.90246,0.90264,20140818002045,
EURCHF,1.20925,1.20943,20140818002045,
GBPCHF,1.50634,1.50664,20140818002045,
AUDCHF,0.84125,0.84155,20140818002045,
CADCHF,0.82807,0.82867,20140818002045,
USDHKD,7.75009,7.75039,20140818002045,
USDJPY,102.339,102.343,20140818002151,
EURJPY,137.122,137.132,20140818002151,
AUDJPY,95.397,95.406,20140818002151,
